Name,Country,Type,Ratings,Price_USD,Rating
La Maison du Whisky TCRL Uitvlugt 1999 ,France,Aged,1,None,7.0
Rhum Rhum PMG 41% ,Guadeloupe,Light,1,None,7.0
Red Heart Blended ,South Africa,Dark,1,None,5.0
Old Pascas Old Pascas Elixir ,Barbados,Flavored,1,None,3.0
Old Mission  Light ,USA,Light,1,None,6.0
Santero Palma Superior  ,Cuba,Dark,1,None,7.0
Bodegas de America S.A. Contadora ,Panama,Aged,1,None,8.0
Kintra Jamaica 2006 10-Year ,Netherlands,Aged,1,None,8.0
Social Still Social Still ,USA,Spiced,1,None,9.0
Travellers Macal Belize Rum 2005 ,Belize,Aged,1,None,7.0
El Dorado Special Reserve Portuguese Red Wine Cask 15-Year ,Guyana,Aged,1,None,6.0
Ceylon Arrack ,Sri Lanka,Gold,1,None,7.0
"Liquid Treasure Barbancourt, Haiti, 2004, 54,6% ",Germany,Aged,1,None,9.0
Haromex Development GmbH The Secret Treasures ,Germany,n/a,1,None,7.0
Blackadder Nicaraguan 1999 ,Caribbean,Aged,1,None,1.0
Kröger &amp; Thaler La Suerte XO ,Dominican Republic,Aged,1,None,9.0
Optimum Premium Black ,Caribbean,Dark,1,None,3.0
Capulet &amp; Montague Ltd.  Bonpland Caroni 21 Years ,Germany,Aged,1,None,9.0
Big Five Rum Big Five Rum ,United States,Light,1,None,6.0
Papagayo White ,USA,Light,1,None,9.0
Halifax Distilling Company JD Shore Spiced Rum ,Canada,Spiced,1,None,7.0
Helios White ,Japan,Light,1,None,7.0
Kill Devil (Hunter Laing) Cuba 1998 17-Year ,Scotland,Aged,1,None,6.0
Ferroni La Dame Jeanne 2 Melasse Power ,Cuba,Overproof,1,None,7.0
Substation No. 41 ,Australia,Dark,1,None,6.0
The Secret Treasures Old Caribbean 1993 15-Year Solera ,Caribbean,Aged,1,21.36,8.0
South Sea Gold ,Australia,Gold,1,None,8.0
Cardenas Perla del Norte Carta Oro ,Cuba,Aged,1,None,5.0
Sugar Skull Tribal Silver ,Caribbean,Flavored,1,None,5.0
Beveland Distillers  Marama Spiced ,Spain,Light,1,None,7.0
Old Jamaica Rum 1982 Vintage 26 Rare Limited Edtion 48% Cask ,Jamaica,Aged,1,None,5.0
Destilería Heriberto Duquesne Vacilón Añejo 7 Años ,Cuba,Aged,1,None,6.0
Barrica 40 ,Venezuela,Aged,1,None,8.0
Longueteau Amber 40° ,Guadeloupe,Gold,1,None,7.0
Kill Devil (Hunter Laing) Guyana 1990 25-Year ,Scotland,Aged,1,None,5.0
Caribbean's Finest Gran Reserva De Blanc ,Dominican Republic,Aged,1,None,10.0
Ricardo 151 ,Bahamas,Overproof,1,None,7.0
1000 Hills Gold ,Rwanda,Light,1,None,4.0
Prichard's Key Lime ,USA,Flavored,1,None,4.0
The Secret Treasures Old Trinidad 1991 ,Caribbean,Aged,1,None,9.0
Malecon Carta Oro 3-Year ,Panama,n/a,1,None,6.0
Number Nine Spirituosenmanufaktur GmbH Alfred's Trail Edition 8.6 Cask Strength Belize Travellers Disitllery ,Germany,Aged,1,None,8.0
Grand Fond Galion Grand Fond Galion  ,Martinique,Light,1,None,4.0
Santiago de Cuba Ron Santiago de Cuba Extra Añejo ,Cuba,Aged,1,None,7.0
Rum Nation Jamaica Hampden 1998 ,Italy,Aged,1,None,9.0
Duncan Taylor Guyana 2002 12-Year ,Caribbean,Aged,1,None,8.0
Pott Sweet and Spicy ,Germany,Spiced,1,None,7.0
Sazarac Lagaroo ,United States,Spiced,1,None,4.0
Beija-Flor Pura Cachaca,Brazil,Cachaca,1,None,8.0
New Grove Double Cask Rum Acacia Finish ,Mauritius,Aged,1,None,8.0
Code Cinnamon ,USA,Flavored,1,None,3.0
Old Man Guavaberry Old Oranjestad ,Saint Martin,Flavored,1,None,2.0
Bristol Classic Cuban 12-Year 2003-2015 Sancti Spiritus 43° ,UK,Aged,1,None,7.0
Jav's  12-Year  ,Mexico,Aged,1,None,8.0
Hook's Black ,Caribbean,Dark,1,None,1.0
Cia. Licorera de Nicaragua TCRL Nicaragua 2004 ,Nicaragua,Aged,1,None,6.0
Hedonist spirits sas gun's bell ,France,Spiced,1,None,4.0
Cadenhead's Cuban Green Label 13-Year ,UK,Aged,1,None,9.0
Ron Cartavio Aniversario 5-Year ,Peru,Gold,1,None,2.0
Ron Panama 15-Year ,Panama,Aged,1,None,6.0
Peirates Local Choice ,USA,Gold,1,None,9.0
Old Man Spirits Special Cask Rum No. 2 - Belize 9-Year ,Caribbean,Aged,1,None,8.0
Roatan Rum Company Caribbean Coconut ,Honduras,Flavored,1,None,7.0
Picaroon White ,USA,Light,1,None,10.0
1423 S.B.S Barbados 2008 Marsala Cask Finish ,Panama,n/a,1,None,8.0
La Maison du Whisky TCRL Panama 2010 ,France,Aged,1,None,6.0
Wicked Dolphin Spiced Reserve ,USA,Spiced,1,None,7.0
Inner Circle Green ,Australia,Overproof,1,None,9.0
Bristol Classic Barbados Rockley Still 26-Year 1986 - 2012 46° ,UK,Aged,1,None,9.0
Cuca Fresca Ouro Cachaca,Brazil,Cachaca,1,None,7.0
Fleischmann's Island ,USA,Light,1,None,7.0
Mount Gay Mauby Rum ,Barbados,Aged,1,None,8.0
51 Cachaça Brazil Cachaca,Brazil,Cachaca,1,None,4.0
Murray McDavid Guyana ,Caribbean,Aged,1,None,8.0
New Grove Spiced ,Mauritius,Spiced,1,None,6.0
San Bartolome de Tejina Ron Aguere Oro ,Spain,Gold,1,None,2.0
Ron Quorhum 12-Year ,Dominican Republic,Aged,22,44.54,7.1
Foursquare Spiced ,Barbados,Spiced,43,33.64,6.6
Ron Zacapa Centenario 23 ,Guatemala,Aged,43,92.18,8.7
Kilo Kai Spiced ,Curacao,Spiced,42,None,7.1
Edmundo Dantes 15-Year ,Cuba,Aged,14,81.86,8.3
La Mauny XO ,Martinique,Aged,14,68.51,7.1
A. H. Riise 1888 Copenhagen Gold Medal ,Denmark,Aged,42,53.76,7.4
Ron Cartavio 1929 ,Peru,Aged,14,6.81,6.7
Flor de Cana Gold 4 ,Nicaragua,Gold,42,11.36,6.1
Mount Gay Eclipse Silver ,Barbados,Light,14,24.61,5.9
Caroni 12-Year ,Trinidad,Aged,42,57.12,7.7
Punta Cana Esplendido ,Dominican Republic,Aged,42,None,7.8
Don Q Cristal ,Puerto Rico,Light,42,None,6.7
RumChata Cream ,USA,Flavored,41,None,6.8
Capitan Bucanero 7-Year ,Dominican Republic,Aged,41,None,6.6
Bacardi Ron Solera 1873 ,Puerto Rico,Gold,41,None,6.1
Havana Club 15-Year ,Cuba,Aged,41,209.42,8.0
Pampero Blanco ,Venezuela,Aged,20,25.38,5.7
Bologne Blanc 50% ,Guadeloupe,Light,20,16.33,6.8
The Real McCoy 12-Year ,Barbados,Aged,40,None,7.5
Diplomatico Blanco ,Venezuela,Light,40,None,7.0
Ron Varadero Añejo 15-Year ,Cuba,Aged,10,63.27,7.5
Matusalem 7-Year ,Dominican Republic,Aged,20,18.76,5.8
Pusser's Overproof ,British Virgin Isles,Overproof,20,34.26,7.5
Ron Mulata 19-Year ,Cuba,Aged,1,None,7.0
Pabst &amp; Richarz Vertriebs Calypso Jamaica rum Mixed Spirit ,Germany,Dark,1,None,5.0
Bambu Bambu ,Antigua,Light,1,None,8.0
Ron Anejo Dos Maderas 5+5 ,Venezuela,Aged,1,None,7.0
Old Lahaina Gold ,USA,Gold,1,None,1.0
Vanûa rum Fiji Islands 5-year ,Fidji,Aged,1,None,4.0
Damoiseau 1989 ,Guadeloupe,Aged,1,110.77,9.0
St. Aubin Reserve Dark ,Mauritius,Aged,1,None,8.0
J. Wray Silver ,Jamaica,Light,1,None,6.0
A. D. Rattray Pampero 18-Year ,Trinidad,Aged,1,None,8.0
Renegade Renegade Barbados 2000 (Black Rock) ,Caribbean,Aged,1,None,10.0
Macoucherie Red ,Dominica,Aged,1,None,4.0
West Rock Spiced ,USA,Spiced,1,None,2.0
Rhum JM Shrubb Liqueur d'Orange ,Martinique,Flavored,1,None,7.0
J. Bally Vieux Reserve de la Famille Rhum,Martinique,Rhum Agricole,1,None,7.0
Grander Grander ,Panama,Aged,1,None,6.0
Don Q Oak Barrel Spiced ,Puerto Rico,Spiced,1,None,8.0
A. D. Rattray 15-Year ,Trinidad,Aged,1,None,8.0
Lola Belle Cherry ,Caribbean,Flavored,1,None,6.0
House Spirits Limited Edition ,USA,Light,1,None,8.0
Jean Boyer Bullion ,France,Aged,1,None,9.0
Sun Liquor Manufacturing Sun Rum Barrel Aged ,United States,Light,1,None,8.0
Silver Seal Demerara 12-Year 2003 Guyana Diamond ,Italy,Aged,1,None,8.0
Labourdonnais Classic Gold ,Mauritius,Gold,1,None,5.0
The Little Distiller Worthy Park 10-Year ,The Netherlands,Aged,1,None,8.0
Plantation Plantation Barbados 12 wild cherry ,Caribbean,Aged,1,None,9.0
Rum Company  Naga Rum ,Germany,Aged,1,None,2.0
Ron Viejo de Caldas 5 años Juan de la Cruz ,Colombia,Aged,1,None,6.0
Silver Seal Jamaica 16 years ,Italy,Aged,1,None,3.0
The Whisky Agency Barbancourt 2004 12-Year ,Germany,Aged,1,None,8.0
Margaritaville Spiced ,Jamaica,Spiced,1,None,4.0
Sebastian's Sebastian's ,British Virgin Islands,Spiced,1,None,10.0
Velier Chamarel 6 yrs 2011-2017 ,Italy,Aged,1,None,7.0
Serum Ancon 10y ,Panama,Aged,1,None,10.0
Cotopaxi 14-Year ,Ecuador,Aged,1,79.11,6.0
Virgin Gorda 1493 Spanish Heritage ,Caribbean,Aged,1,38.96,8.0
Ron Cartavio Gran Ambar ,Peru,Gold,1,None,2.0
Kill Devil (Hunter Laing) Fiji 14-Year ,Scotland,Aged,1,None,6.0
Origin R. Enmore 26-Year ,France,Aged,1,None,9.0
Kinky Nero Pure Pleasure ,Trinidad,Light,1,None,2.0
Isla Ñ Lemon ,Argentina,Flavored,1,None,8.0
Bartida Bandita Black 3-Year ,Czech Republic,Flavored,1,None,7.0
Dictador Best of 1979 ,Colombia,Aged,1,None,10.0
The Kimberly Rum Company Newport Spiced ,Australia,Spiced,1,None,8.0
Plantation Plantation black cask edition 2017  ,Caribbean,Aged,1,None,8.0
Adinco Distilleries Dark Elvis ,India,Aged,1,None,3.0
Kintra The Traveling Man Of Belize 9Y ,Netherlands,Aged,1,None,7.0
Malibu Cranberry-Cherry ,Canada,Flavored,1,None,1.0
Arehucas White ,Spain,Light,1,None,2.0
TheWhiskyCask &amp; TheRumCask Bellevue 1998-2016 - 18YO - Guadeloupe ,Germany,Aged,1,None,8.0
Duncan Taylor Bellevue Distillery 1998 - Cask 94 - Aged 17 Years - Guadeloupe ,Caribbean,Aged,1,None,7.0
"J. Faria &amp; Filhos,Lda Madeira Island Rum 970 Rhum",Portugal,Rhum Agricole,1,None,8.0
Kintra San Christobal de Nicaragua 18Y ,Netherlands,Aged,1,None,7.0
Sonnberg Boddel 40 ,Germany,Gold,1,None,4.0
Rubi Rey Reserve ,Puerto Rico,Light,1,None,3.0
Old Nick Caribbean Gold ,Martinique,Gold,1,None,4.0
Pedrengo Batavias Rum Blanco ,Italy,Light,1,None,5.0
Chairman's Reserve White Label ,St. Lucia,Light,1,None,5.0
Humboldt Distillery Small Batch 80 proof ,United States,Gold,1,None,6.0
Plantation Guyana 1990 ,Caribbean,Aged,1,None,8.0
Duncan Taylor Guyana 1997 17-Year ,Caribbean,Aged,1,None,9.0
La Maison du Whisky TCRL Jamaica WP 2013 ,France,Aged,1,None,6.0
Vizcaya Vizcaya Black Rum ,Dominican Republic,Aged,1,None,5.0
Whisky Broker Uitvlugt ,UK,Aged,1,None,9.0
Bellevue White 59 ,Guadeloupe,Light,1,None,8.0
Blackwater Distilling Picaroon ,United States,Overproof,1,None,8.0
Havana Club San Cristobal de la Habana ,Cuba,Aged,1,None,10.0
Bocador 151 ,USA,Overproof,1,None,10.0
Maxime Trijol Twezo Rum Cuba ,France / Cuba,Aged,1,None,6.0
Samaroli Demerara 1998 ,Scotland,Aged,1,None,8.0
Tiki Lovers Pineapple 45% vol. ,Germany,Flavored,1,None,7.0
Baquba Blanco ,Netherlands,Light,1,29.13,5.0
Cadenhead's Haitian Green Label 5-Year ,UK,Aged,1,None,4.0
West Indies Rum and Cane West Indies rum French XO ,Caribbean,Aged,1,None,7.0
The Whisky Warehouse No. 8 Trinidad Distillers 1991 - The Warehouse Rum - Cask No. 612/2488 ,Germany,Aged,1,None,8.0
La Maison du Whisky tcrl grande terre 1998 ,France,Aged,1,None,8.0
Ron de Jeremy Spiced Hardcore Edition ,Panama,Spiced,1,None,5.0
Isla Ñ Dulce De Leche Cream ,Argentina,Flavored,1,None,8.0
Enmore 1988 Guyana ,UK,Aged,1,265.39,9.0
Berry Bros. &amp; Rudd Grenada 8 year ,Jamaica,Aged,1,None,4.0
Gubba Gold ,USA,Gold,1,None,8.0
Portorico Portorico 60 ,Hungary,n/a,1,None,3.0
The Whisky Agency Caribbean Jack ,Germany,Aged,1,None,7.0
Laslov Group Envy ,Mexico,Light,1,None,5.0
Ron Santa Cruz Oro ,Canary Islands,Gold,1,None,4.0
Alambic Classique Collection Caroni 1999-2015 - 16 YO - Cask 15706 - Trinidad ,Caribbean,Aged,1,None,7.0
Oliver &amp; Oliver Presidente Marti Anejo ,Dominican Republic,Aged,1,None,6.0
Xtabentun Huana ,Mexico,Flavored,1,None,8.0
Savanna 2002-2011 &quot;Intense - Rhum Traditionnel Vieux&quot; - Cask 973 ,Reunion,Aged,1,None,8.0
Damoiseau Rhum Vieux Rhum,Guadeloupe,Rhum Agricole,1,None,8.0
Captain Morgan Captain Morgan Original ,Puerto Rico,Spiced,1,None,2.0
1423 Panama 12-Year ,Panama,Aged,1,None,7.0
HSE 2004 Small Cask ,Martinique,Aged,1,None,9.0
St. Aubin Coffee ,Mauritius,Flavored,1,None,3.0
Taildragger After Dark ,USA,Dark,1,None,6.0
J. Bally 1998 Rhum,Martinique,Rhum Agricole,1,None,5.0
SMAKS Luxury Group AKAK - Chai Rum ,Trinidad,Flavored,1,None,5.0
Pinnacle Drinks Buckeye Silver ,Australia,Light,1,None,3.0
Artemi 7-Year ,Spain,Aged,1,None,7.0
Providence Estate 1990 Trinidad ,UK,Gold,1,None,9.0
Old Man Guavaberry Wild Lime ,Saint Martin,Flavored,1,None,2.0
Cuate Blanco Especial ,Germany,Light,1,None,7.0
Kingston Black Cherry ,Barbados,Flavored,1,None,1.0
J. Bally 1966 ,Martinique,Aged,1,None,10.0
St. Aubin White ,Mauritius,Light,1,None,8.0
Don Lorenzo Light Reserve ,Bahamas,Light,1,None,3.0
Creative Whisky Company Caroni 1997 ,Scotland,Aged,1,None,10.0
uitvlugt 1996 modified GS 57.2% ,guyana,Aged,1,None,8.0
Caribbean's Finest Grapefruit ,Dominican Republic,Flavored,1,None,10.0
New Grove Single cask 2004 ,Mauritius,Aged,1,None,8.0
Waiwera Spiced Gold ,New Zealand,Spiced,1,None,7.0
"Ron Navazos Palazzi Cask Strength Rum, Oloroso Casks, July 2013 ",Spain,Aged,1,None,8.0
Treaty Oak Treaty Oak Rum ,USA,Light,1,None,5.0
Ron de Jeremy XXXO ,Panama,Aged,1,None,9.0
Admiral Nelson's Premium Raspberry ,USA,Flavored,1,None,10.0
Coyopa 10-Year ,Barbados,Aged,1,None,8.0
Sea Island Spice ,USA,Spiced,1,None,8.0
Sea Island Java ,USA,Flavored,1,None,7.0
Bologne XO ,Guadeloupe,Aged,1,None,8.0
HSE 2003-2006 Rhum,Martinique,Rhum Agricole,1,None,7.0
Ferroni La Dame Jeanne 3 Canne Rouge ,Cuba,Overproof,1,None,8.0
Sergeant Classick Silver ,USA,Light,1,None,8.0
Trois Rivieres Grande Cuvée Oman Rhum,Martinique,Rhum Agricole,1,None,9.0
Bristol Classic Foursquare 2004 (bottled 2013) ,UK,Aged,1,None,8.0
Nova Scotia Spirit Co. Fisherman’s Helper ,Canada,Light,1,None,2.0
Dictador Best of 1976 ,Colombia,Aged,1,None,9.0
Tanduay Silver ,Philippines,Light,1,None,4.0
Moose wood Kieron wood 2 ,Uk,Aged,1,None,7.0
Cadenhead's Fiji 13YO - South Pacific Distillery 2003 - 59.6% ,UK,Aged,1,None,7.0
Cane Run Number 12 ,Trinidad,Light,1,None,7.0
West Indies Rum and Cane Central American XO ,Caribbean,Aged,1,None,6.0
Trois Rivieres Ambré Rhum,Martinique,Rhum Agricole,1,None,6.0
Castaway Spiced ,USA,Spiced,1,None,7.0
Disprodal S.A. Rhum Bakara 18y ,Haiti,Aged,1,None,6.0
Swedes Guyana 2002 ,Sweden,Aged,1,None,7.0
St. Nicholas Abbey White Overproof ,Barbados,Light,1,None,7.0
Depaz Single Cask 2003 Rhum,Martinique,Rhum Agricole,1,None,8.0
Dutch Caribbean Classic ,Curacao,Dark,1,None,5.0
Trois Rivieres Or Blanc Rhum,Martinique,Rhum Agricole,1,None,1.0
Boazinha Light Cachaca,Brazil,Cachaca,1,None,8.0
Montebello Cuvée Speciale 50% Millésime 2013 ,Guadeloupe,Aged,1,None,8.0
Enfant Terrible 50 2003 ,Fiji,Aged,1,None,10.0
Johannsen Anniversary ,Germany,Aged,1,None,5.0
Cayrum Golden ,Dominican Republic,Gold,1,None,9.0
Berry Bros. &amp; Rudd Guadalupe 12 year old 1998 vintage ,Jamaica,Aged,1,None,2.0
Isautier Arrange Exotique ,Reunion,Flavored,1,None,7.0
Tres Hombres La Palma Oro 28-Year ,Caribbean,Aged,1,None,9.0
S.B.S. Belize 9-Year ,Denmark,Aged,1,None,8.0
Saint Paul Traditionnel Rhum,France,Rhum Agricole,1,None,6.0
Pabst &amp; Richarz Vertriebs Monkey Island ,Germany,Spiced,1,None,7.0
Sorgrhum White ,USA,Light,1,None,4.0
UF30E Diamond 1981 ,Guyana,Aged,1,None,10.0
Cave Guildive Fiji Rum South Pacific 2001 ,Switzerland,Aged,1,None,8.0
La Maison du Whisky TCRL  Barbados Foursquare - Millésime 2012 ,France,Aged,1,None,8.0
Byram River Light ,USA,Aged,1,None,7.0
Edwin Charley Enlightenment ,Jamaica,Gold,1,None,8.0
Ron Anejo Santo Domingo Reserva Especial Limitada ,Venezuela,Aged,1,None,7.0
Cooper River Distillers Petty's Island ,USA,Spiced,1,None,3.0
Soca Light ,Dominica,Light,1,None,4.0
Cadenhead's Jamaican Green Label 10-Year ,UK,Aged,1,None,7.0
Blackadder Finest Guadeloupe Belvedere 19-Year ,Caribbean,Aged,1,None,7.0
Sea Pirate XXX ,India,Gold,1,None,2.0
John Watling's Single Barrel ,Bahamas,Aged,1,None,6.0
Bambarra Silver ,Turks and Caicos Islands,Light,1,None,6.0
Plantation Smuggler's Cove Haiti XO ,Caribbean,Aged,1,None,8.0
Saint James Blanc Rhum,Martinique,Rhum Agricole,1,None,5.0
Santero Añejo 3 Años ,Cuba,Aged,1,None,6.0
Rones finos de colima Classico No.3 ,Mexico,Aged,1,None,1.0
Edgefield Distillery Three Rocks Spiced Rum ,United States,Spiced,1,None,7.0
Coloma ltda Coloma 8 anos ,Colombia,Aged,1,None,9.0
Mezan Guyana 2003 ,Caribbean,Aged,1,69.03,8.0
Carta Vieja Extra Claro ,Panama,Light,1,None,5.0
Plantation Trinidad 1989 Single Cask ,Caribbean,Aged,1,None,10.0
Savanna Créol ,Reunion,Light,1,None,3.0
Limtuaco Very Old Captain Dark Rum ,The Philippines,Dark,1,None,5.0
Bundaberg 101 ,Australia,Aged,1,None,7.0
The Wild Parrot Hampden 1998 ,Italy,Aged,1,None,9.0
Rumson's Coffee ,USA,Flavored,1,None,10.0
St. Aubin Reserve Spiced ,Mauritius,Spiced,1,None,7.0
Bozkov Mango ,Czech Republic,Flavored,1,None,5.0
TheWhiskyCask &amp; TheRumCask South Pacific Distillery 2001 - Fiji ,Germany,Aged,1,None,8.0
St. Augustine Hand Made ,USA,Gold,1,None,7.0
Rhum JM Rhum J.M Vieux Millesimé 2003 Rhum,Martinique,Rhum Agricole,1,None,8.0
Duncan Taylor Nicaragua Rum 12 years 2004 ,Caribbean,Aged,1,None,5.0
Sparrow's Premium ,St. Vincent,Gold,1,33.38,3.0
Bacoo 8-Year ,Dominican Republic,Aged,1,None,5.0
Hispaniola Anejo ,Dominican Republic,Gold,1,None,6.0
Halewood International Admiral Benbow Superior Tot. ,UK,Dark,1,None,2.0
Berry Bros. &amp; Rudd Panama 11 year ,Jamaica,Aged,1,None,5.0
Berry's Fijian 8-Year ,Caribbean,Aged,1,None,7.0
Rum Nation Reunion Savanna 2001 ,Italy,Aged,1,None,8.0
Gleann Mor Caroni Trinidad 1999 16-Year ,Scotland,Aged,1,None,9.0
Rum Nation Jamaica Hampden 1992 ,Italy,Aged,1,None,9.0
Don Reyes Anejo 5-Year ,Dominican Republic,Aged,1,None,5.0
Xtabentun Kalani ,Mexico,Flavored,1,None,7.0
Ian Macleod Distillers  King Robert II Dark Rum ,Scotland,Dark,1,None,5.0
Ron Pujol Gold Rum ,Spain,Gold,1,None,2.0
Rum Company Old Panama ,Germany,Aged,1,None,8.0
mount gilboa 2008 70 ans Velier ,barbade,Aged,1,None,6.0
Nine Leaves Angel's Half French Oak ,Japan,Gold,1,None,7.0
Bristol Classic Trinidad Blended ,UK,Aged,1,None,6.0
Chantal Comte La Tour de l'Or Bourbon Finish Rhum,France,Rhum Agricole,1,170.7,8.0
Charles Hosie Rum Elixier ,Germany,n/a,1,None,8.0
St. Lucia Distillers Nuts 'n Rum ,St. Lucia,n/a,1,None,9.0
TheWhiskyCask &amp; TheRumCask Epris Distillery 1999 - The Rum Cask - Brazil ,Germany,Aged,1,None,6.0
Lost Spirits Navy Rum 57 ,USA,Gold,1,None,8.0
Ron Montero Ron Francisco Montero ,Spain,Aged,1,None,2.0
Rum Nation Demerara 1989 23-Year ,Italy,Aged,1,None,10.0
"Blackadder Barbados Foursquare 12-Year 64,1% ",Caribbean,Aged,1,None,8.0
Ron Magua Extra Viejo ,Dominican Republic,Aged,1,None,7.0
"1423 Jamaica PX Sherry Finish45,3 % ",Panama,Aged,1,None,6.0
Fair XO ,Belize,Dark,1,None,6.0
Rhum du Pére Labat 40 Rhum,Guadeloupe,Rhum Agricole,1,None,6.0
Borgoe Reserve collection 8 ,Suriname,Aged,1,None,7.0
Noa Noa Brown ,French Polynesia,Gold,1,None,7.0
St Abbs Six Spice ,UK,Spiced,1,None,8.0
Alambic Classique Collection Caroni 1999 15-Year ,Caribbean,Aged,1,None,3.0
Holey Dollar Cask Strength ,Australia,Gold,1,None,7.0
Fiorito Fiorito lemon infused rum ,The Netherlands,Flavored,1,None,3.0
Punta Cana Silver Dry ,Dominican Republic,Light,1,None,10.0
Herman Jansen Sweden Rock Holy Spirit Gold Label ,Sweden,Gold,1,None,2.0
Bundaberg Racing 2011 ,Australia,Aged,1,None,6.0
Origin R. Guadeloupe 18-Year ,France,Aged,1,None,9.0
Bully Boy White ,USA,Light,1,None,9.0
Tirado Black ,USA,Dark,1,None,1.0
Alambic Classique Collection Hampden 1998 16-Year ,Caribbean,Aged,1,None,8.0
Grain &amp; Barrel Spirits Endless Summer ,USA,Light,1,None,9.0
Saint James Fleur de Canne ,Martinique,Aged,1,None,7.0
Kill Devil (Hunter Laing) Guyana 1999 15-Year ,Scotland,Aged,1,None,8.0
Cockspur Overproof ,Barbados,Overproof,1,None,9.0
Copper Bottom Craft Distillery Copper Bottom Silver Rum ,United States,Light,1,None,9.0
James Busby Fine Wines &amp; Spirits Club Armada ,Australia,Dark,1,None,1.0
Clement by Night Rhum,Martinique,Rhum Agricole,1,None,7.0
Cuba libre el dorado White ,Guyana,Light,1,None,4.0
Cadenhead's Jamaican IRW Long Pond 18-Year ,UK,Aged,1,None,7.0
Kimberley Rum Company Maiden Voyage ,Western Australia,Spiced,1,None,8.0
Quiet Cannon Small Cask ,Australia,Aged,1,None,6.0
Newfoundland Newfoundland Screech Spiced 100 ,Canada,Spiced,1,None,6.0
El Dorado Smuggler's Cove Private Reserve ,Guyana,Aged,1,None,7.0
Compagnie des Indes Guadeloupe 1998 17-Year ,Caribbean,Aged,1,None,6.0
Ron Zacapa Straight from the Cask Special Edition ,Guatemala,Aged,39,None,9.3
Santiago de Cuba 11-Year ,Cuba,Aged,39,None,8.1
A. H. Riise Navy Strength 55% ,Denmark,Gold,39,None,7.9
Clement Vieux 3-Year Rhum,Martinique,Rhum Agricole,39,104.58,5.8
Ron Esclavo 15-Year ,Dominican Republic,Aged,39,None,7.4
Mezan XO Jamaican ,Caribbean,Aged,38,45.02,7.4
Cruzan Light ,US Virgin Islands,Light,38,None,6.1
Ron Zacapa Edicion Negra ,Guatemala,Aged,38,None,7.7
Captain Morgan Tatoo ,Puerto Rico,Dark,38,None,5.2
Clement XO Rhum,Martinique,Rhum Agricole,38,None,7.9
Ron Zacapa 30 Aniversario ,Guatemala,Aged,38,None,9.3
Rum Nation Panama 21-Year ,Italy,Aged,38,None,8.4
Presidente 19-Year ,Dominican Republic,Aged,38,53.45,8.3
New Grove Old Tradition 5-Year ,Mauritius,Gold,12,28.18,5.1
Trois Rivieres Blanc Rhum,Martinique,Rhum Agricole,36,31.54,6.1
Wood's 100 Old Navy ,Guyana,Dark,36,None,7.2
Banks 7 Golden Age ,Multiple,Gold,12,40.58,7.5
Ron Ocumare Añejo Especial ,Venezuela,Light,9,21.35,6.3
Pink Pigeon Original ,Mauritius,Spiced,36,36.66,6.1
Neisson Reserve Speciale Rhum,Martinique,Rhum Agricole,18,55.12,6.9
Dzama Cuvee Noire Prestige ,Madagascar,Aged,18,35.28,6.9
Santiago de Cuba 12-Year ,Cuba,Aged,36,48.1,6.8
Ron Barco De Cargas 15-Year ,Guatemala,Aged,35,None,7.1
Newfoundland Screech ,Canada,Gold,35,None,6.0
La Favorite Cuvée Privilège 1999 ,Martinique,Aged,1,None,7.0
Zapatera Centenario 1990 ,Nicaragua,Aged,1,None,7.0
Wicked Dolphin Gold Reserve ,USA,Gold,1,None,9.0
Bundaberg Bundaberg export ,Australia,n/a,1,None,4.0
Canefire Backburn Over-Proof ,Australia,Overproof,1,None,6.0
Alambic Classique Collection Chichigalpa 1995 12-Year ,Caribbean,Aged,1,None,6.0
Old Man Guavaberry Island Almond ,Saint Martin,Flavored,1,None,2.0
Old St. Pete Palm and oak coconut  ,USA,Flavored,1,None,9.0
Rhum Rhum Libération 2017 Version Integrale Rhum,Guadeloupe,Rhum Agricole,1,None,7.0
The Whisky Warehouse No. 8 Long Pond 2000 - The Warehouse Rum - Cask No. 23 ,Germany,Aged,1,None,8.0
Distillerie du Perigord Rhum Vieux Marie Galante 5 ans d’âge ,France,Aged,1,None,4.0
Reimonenq 2006 ,Guadeloupe,Aged,1,None,9.0
